"","Subnum","Block","Trial","Condition","OldNew","Setsize","Serpos","Lag","Response","Correctness","RT","WhichProbe","prob1","prob2","prob3","prob4","prob5","prob6","surveyq"
"7101",52,5,11,"5","1","2",1,2,1,1,712,7,7,6,0,0,0,0,NA
"7102",52,5,12,"5","1","6",1,6,1,1,955,8,8,10,2,7,9,5,NA
"7103",52,5,13,"5","2","6",0,0,2,1,1076,8,9,7,2,10,6,5,NA
"7104",52,5,14,"5","1","6",6,1,1,1,713,10,6,8,2,9,5,10,NA
"7105",52,5,15,"3","2","2",0,0,2,1,449,3,2,6,0,0,0,0,NA
"7106",52,5,16,"1","1","4",4,1,1,1,904,1,6,10,7,1,0,0,NA
"7107",52,5,17,"5","2","2",0,0,2,1,1048,7,6,10,0,0,0,0,NA
"7108",52,5,18,"3","2","6",0,0,2,1,477,3,9,7,2,8,10,6,NA
"7109",52,5,19,"5","2","6",0,0,1,0,1337,6,8,5,10,9,2,7,NA
"7110",52,5,20,"5","1","6",4,3,1,1,771,5,2,8,7,5,6,10,NA
"7111",52,5,21,"5","1","4",3,2,1,1,798,5,8,2,5,6,0,0,NA
"7112",52,5,22,"3","2","2",0,0,2,1,434,3,2,8,0,0,0,0,NA
"7113",52,5,23,"5","1","6",1,6,1,1,672,5,5,2,9,8,10,7,NA
"7114",52,5,24,"5","1","6",6,1,1,1,788,8,6,10,2,7,9,8,NA
"7115",52,5,25,"4","2","2",0,0,2,1,489,4,9,7,0,0,0,0,NA
"7116",52,6,1,"5","2","4",0,0,1,0,824,7,5,10,8,2,0,0,NA
"7117",52,6,2,"5","2","4",0,0,2,1,993,6,5,9,2,8,0,0,NA
"7118",52,6,3,"5","1","6",4,3,1,1,952,9,2,7,8,9,10,5,NA
"7119",52,6,4,"3","2","2",0,0,2,1,454,3,7,9,0,0,0,0,NA
"7120",52,6,5,"5","1","6",1,6,1,1,659,8,8,2,6,7,5,10,NA
"7121",52,6,6,"5","1","4",1,4,1,1,579,8,8,10,5,2,0,0,NA
"7122",52,6,7,"1","1","6",4,3,1,1,651,1,6,5,8,1,7,10,NA
"7123",52,6,8,"5","1","4",3,2,1,1,651,9,2,5,9,10,0,0,NA
"7124",52,6,9,"1","1","2",1,2,1,1,709,1,1,10,0,0,0,0,NA
"7125",52,6,10,"5","2","4",0,0,2,1,786,8,10,6,5,2,0,0,NA
"7126",52,6,11,"5","1","2",2,1,1,1,535,7,5,7,0,0,0,0,NA
"7127",52,6,12,"5","2","6",0,0,2,1,1009,9,5,10,6,8,2,7,NA
"7128",52,6,13,"3","2","6",0,0,2,1,536,3,5,10,8,7,6,2,NA
"7129",52,6,14,"3","2","2",0,0,2,1,646,3,6,5,0,0,0,0,NA
"7130",52,6,15,"5","1","2",1,2,1,1,977,8,8,10,0,0,0,0,NA
"7131",52,6,16,"5","1","6",6,1,1,1,618,8,5,7,2,9,10,8,NA
"7132",52,6,17,"4","2","2",0,0,2,1,581,4,6,7,0,0,0,0,NA
"7133",52,6,18,"5","1","6",6,1,1,1,636,7,5,10,2,9,8,7,NA
"7134",52,6,19,"5","2","2",0,0,2,1,1223,6,10,2,0,0,0,0,NA
"7135",52,6,20,"4","2","6",0,0,2,1,534,4,7,10,2,9,8,6,NA
"7136",52,6,21,"5","1","6",1,6,2,0,1279,9,9,10,6,2,5,8,NA
"7137",52,6,22,"5","1","6",4,3,1,1,651,5,9,10,7,5,8,2,NA
"7138",52,6,23,"5","1","6",2,5,2,0,1408,9,5,9,2,6,7,10,NA
"7139",52,6,24,"3","2","2",0,0,2,1,509,3,7,8,0,0,0,0,NA
"7140",52,6,25,"5","1","2",2,1,1,1,1133,5,7,5,0,0,0,0,NA
"7141",52,7,1,"1","1","4",2,3,1,1,1083,1,6,1,10,8,0,0,NA
"7142",52,7,2,"5","1","2",1,2,1,1,628,10,10,2,0,0,0,0,NA
"7143",52,7,3,"5","1","2",2,1,1,1,719,10,2,10,0,0,0,0,NA
"7144",52,7,4,"5","1","6",6,1,1,1,704,7,2,6,5,10,9,7,NA
"7145",52,7,5,"5","2","6",0,0,2,1,771,10,8,7,2,5,6,9,NA
"7146",52,7,6,"2","1","2",1,2,1,1,632,2,2,10,0,0,0,0,NA
"7147",52,7,7,"3","2","2",0,0,2,1,467,3,2,8,0,0,0,0,NA
"7148",52,7,8,"5","1","6",3,4,1,1,639,10,7,9,10,2,5,6,NA
"7149",52,7,9,"5","1","2",1,2,2,0,1114,7,7,1,0,0,0,0,NA
"7150",52,7,10,"1","1","2",2,1,1,1,674,1,8,1,0,0,0,0,NA
"7151",52,7,11,"5","2","2",0,0,2,1,1100,5,9,10,0,0,0,0,NA
"7152",52,7,12,"5","2","6",0,0,2,1,831,6,2,5,7,8,10,9,NA
"7153",52,7,13,"3","2","4",0,0,2,1,519,3,5,2,8,9,0,0,NA
"7154",52,7,14,"5","2","6",0,0,1,0,786,7,8,10,2,9,5,6,NA
"7155",52,7,15,"5","2","2",0,0,2,1,1143,9,8,5,0,0,0,0,NA
"7156",52,7,16,"5","2","2",0,0,2,1,733,9,5,2,0,0,0,0,NA
"7157",52,7,17,"5","1","6",3,4,2,0,799,8,5,6,8,9,2,10,NA
"7158",52,7,18,"5","2","4",0,0,1,0,1144,7,9,8,2,6,0,0,NA
"7159",52,7,19,"5","1","2",1,2,1,1,863,5,5,2,0,0,0,0,NA
"7160",52,7,20,"5","2","6",0,0,2,1,924,6,10,2,5,7,9,8,NA
"7161",52,7,21,"5","1","2",1,2,1,1,828,7,7,8,0,0,0,0,NA
"7162",52,7,22,"5","2","6",0,0,2,1,634,9,7,5,8,10,2,6,NA
"7163",52,7,23,"5","1","2",1,2,1,1,645,7,7,5,0,0,0,0,NA
"7164",52,7,24,"5","2","6",0,0,2,1,762,6,8,5,2,10,7,9,NA
"7165",52,7,25,"5","1","4",1,4,1,1,550,7,7,10,9,2,0,0,1
"7166",53,1,1,"3","2","2",0,0,2,1,1718,3,6,2,0,0,0,0,NA
"7167",53,1,2,"5","1","6",5,2,1,1,6512,9,8,10,2,6,9,5,NA
"7168",53,1,3,"2","1","6",6,1,1,1,929,2,9,6,10,5,8,2,NA
"7169",53,1,4,"5","1","4",1,4,1,1,1075,8,8,6,7,10,0,0,NA
"7170",53,1,5,"3","2","6",0,0,2,1,934,3,6,10,8,9,2,5,NA
"7171",53,1,6,"5","1","6",4,3,1,1,1836,10,7,6,8,10,9,2,NA
"7172",53,1,7,"5","2","4",0,0,2,1,1386,5,9,10,8,2,0,0,NA
"7173",53,1,8,"1","1","6",4,3,1,1,1535,1,10,9,5,1,8,6,NA
"7174",53,1,9,"2","1","2",1,2,1,1,1334,2,2,5,0,0,0,0,NA
"7175",53,1,10,"1","1","4",2,3,1,1,1841,1,9,1,10,5,0,0,NA
"7176",53,1,11,"5","1","2",1,2,1,1,723,9,9,2,0,0,0,0,NA
"7177",53,1,12,"5","1","2",2,1,1,1,594,8,6,8,0,0,0,0,NA
"7178",53,1,13,"5","2","6",0,0,2,1,799,10,8,2,9,5,6,7,NA
"7179",53,1,14,"3","2","6",0,0,2,1,693,3,2,6,7,10,9,8,NA
"7180",53,1,15,"3","2","4",0,0,2,1,593,3,9,6,5,2,0,0,NA
"7181",53,1,16,"5","2","6",0,0,1,0,735,6,10,8,9,7,2,5,NA
"7182",53,1,17,"5","1","4",3,2,2,0,2178,7,5,2,7,8,0,0,NA
"7183",53,1,18,"1","1","6",2,5,1,1,1702,1,6,1,9,5,10,7,NA
"7184",53,1,19,"4","2","2",0,0,2,1,711,4,5,6,0,0,0,0,NA
"7185",53,1,20,"2","1","4",2,3,1,1,1051,2,6,2,7,10,0,0,NA
"7186",53,1,21,"5","2","2",0,0,2,1,780,6,10,9,0,0,0,0,NA
"7187",53,1,22,"5","2","6",0,0,1,0,2099,9,10,8,2,7,5,6,NA
"7188",53,1,23,"5","1","2",2,1,1,1,1043,6,8,6,0,0,0,0,NA
"7189",53,1,24,"3","2","2",0,0,2,1,604,3,2,8,0,0,0,0,NA
"7190",53,1,25,"3","2","4",0,0,2,1,580,3,2,10,7,6,0,0,NA
"7191",53,2,1,"1","1","4",4,1,1,1,637,1,8,7,9,1,0,0,NA
"7192",53,2,2,"2","1","2",2,1,1,1,630,2,5,2,0,0,0,0,NA
"7193",53,2,3,"2","1","6",1,6,2,0,1114,2,2,8,9,5,10,7,NA
"7194",53,2,4,"5","1","6",3,4,1,1,643,8,6,5,8,9,10,2,NA
"7195",53,2,5,"5","1","2",1,2,1,1,638,7,7,9,0,0,0,0,NA
"7196",53,2,6,"2","1","4",3,2,1,1,396,2,7,10,2,8,0,0,NA
"7197",53,2,7,"3","2","2",0,0,2,1,456,3,2,8,0,0,0,0,NA
"7198",53,2,8,"5","1","4",4,1,1,1,558,10,5,8,2,10,0,0,NA
"7199",53,2,9,"2","1","6",4,3,1,1,901,2,10,6,9,2,5,8,NA
"7200",53,2,10,"1","1","2",2,1,1,1,524,1,6,1,0,0,0,0,NA
"7201",53,2,11,"3","2","4",0,0,2,1,415,3,9,8,6,5,0,0,NA
"7202",53,2,12,"2","1","6",3,4,2,0,940,2,9,6,2,8,7,5,NA
"7203",53,2,13,"5","1","6",2,5,1,1,731,10,6,10,2,5,8,7,NA
"7204",53,2,14,"5","1","6",6,1,1,1,554,9,5,7,10,2,6,9,NA
"7205",53,2,15,"3","2","2",0,0,2,1,448,3,5,7,0,0,0,0,NA
"7206",53,2,16,"3","2","4",0,0,2,1,486,3,2,6,9,5,0,0,NA
"7207",53,2,17,"2","1","6",4,3,1,1,456,2,9,7,5,2,6,10,NA
"7208",53,2,18,"5","1","4",3,2,1,1,454,10,2,7,10,8,0,0,NA
"7209",53,2,19,"2","1","6",4,3,1,1,481,2,10,9,8,2,5,6,NA
"7210",53,2,20,"1","1","6",1,6,1,1,602,1,1,9,8,10,7,6,NA
"7211",53,2,21,"2","1","4",4,1,1,1,498,2,7,8,6,2,0,0,NA
"7212",53,2,22,"4","2","2",0,0,2,1,570,4,7,6,0,0,0,0,NA
"7213",53,2,23,"5","1","6",1,6,1,1,615,5,5,6,9,2,10,8,NA
"7214",53,2,24,"3","2","4",0,0,2,1,430,3,10,7,6,2,0,0,NA
"7215",53,2,25,"3","2","6",0,0,2,1,569,3,8,10,9,6,2,7,NA
"7216",53,3,1,"5","2","2",0,0,2,1,470,8,6,2,0,0,0,0,NA
"7217",53,3,2,"5","1","6",6,1,1,1,832,6,5,9,2,8,7,6,NA
"7218",53,3,3,"5","1","6",3,4,1,1,1002,6,5,7,6,2,10,8,NA
"7219",53,3,4,"1","1","2",1,2,1,1,582,1,1,8,0,0,0,0,NA
"7220",53,3,5,"5","2","2",0,0,2,1,603,6,10,7,0,0,0,0,NA
"7221",53,3,6,"2","1","4",3,2,1,1,907,2,7,5,2,6,0,0,NA
"7222",53,3,7,"5","1","4",3,2,1,1,654,7,1,5,7,10,0,0,NA
"7223",53,3,8,"5","2","4",0,0,2,1,629,8,5,10,7,9,0,0,NA
"7224",53,3,9,"1","1","6",4,3,1,1,545,1,7,10,6,1,5,9,NA
"7225",53,3,10,"5","1","2",1,2,1,1,584,9,9,8,0,0,0,0,NA
"7226",53,3,11,"1","1","2",1,2,1,1,635,1,1,10,0,0,0,0,NA
"7227",53,3,12,"5","1","6",1,6,1,1,575,7,7,5,8,9,2,10,NA
"7228",53,3,13,"5","2","2",0,0,2,1,508,9,6,2,0,0,0,0,NA
"7229",53,3,14,"5","2","6",0,0,2,1,627,8,2,6,7,9,10,5,NA
"7230",53,3,15,"1","1","4",1,4,1,1,763,1,1,10,8,5,0,0,NA
"7231",53,3,16,"1","1","6",5,2,1,1,881,1,6,10,9,7,1,8,NA
"7232",53,3,17,"5","1","2",2,1,1,1,650,5,8,5,0,0,0,0,NA
"7233",53,3,18,"5","2","6",0,0,2,1,694,6,8,9,5,10,7,2,NA
"7234",53,3,19,"4","2","4",0,0,2,1,611,4,8,10,2,9,0,0,NA
"7235",53,3,20,"2","1","6",6,1,1,1,455,2,10,9,6,7,5,2,NA
"7236",53,3,21,"5","2","6",0,0,2,1,712,5,9,10,8,6,2,7,NA
"7237",53,3,22,"5","1","6",4,3,1,1,569,7,6,8,10,7,2,9,NA
"7238",53,3,23,"5","2","2",0,0,2,1,567,10,7,2,0,0,0,0,NA
"7239",53,3,24,"5","1","2",2,1,1,1,676,8,9,8,0,0,0,0,NA
"7240",53,3,25,"5","1","6",5,2,1,1,613,10,9,7,6,2,10,8,NA
"7241",53,4,1,"3","2","2",0,0,2,1,474,3,10,6,0,0,0,0,NA
"7242",53,4,2,"5","1","2",2,1,1,1,658,10,6,10,0,0,0,0,NA
"7243",53,4,3,"2","1","4",2,3,1,1,616,2,5,2,9,7,0,0,NA
"7244",53,4,4,"5","1","2",2,1,1,1,363,8,7,8,0,0,0,0,NA
"7245",53,4,5,"5","1","6",3,4,1,1,1282,10,5,7,10,9,2,6,NA
"7246",53,4,6,"2","1","6",2,5,1,1,1587,2,10,2,7,5,6,8,NA
"7247",53,4,7,"5","2","4",0,0,2,1,692,7,8,6,2,5,0,0,NA
"7248",53,4,8,"3","2","6",0,0,2,1,588,3,8,2,9,10,7,6,NA
"7249",53,4,9,"1","1","6",5,2,1,1,641,1,9,8,7,5,1,10,NA
"7250",53,4,10,"3","2","2",0,0,2,1,475,3,6,2,0,0,0,0,NA
"7251",53,4,11,"5","2","4",0,0,2,1,792,7,6,2,10,8,0,0,NA
"7252",53,4,12,"5","1","2",2,1,1,1,643,8,7,8,0,0,0,0,NA
"7253",53,4,13,"5","1","6",3,4,2,0,630,6,5,10,6,8,9,2,NA
"7254",53,4,14,"5","1","6",6,1,1,1,458,8,9,7,2,10,5,8,NA
"7255",53,4,15,"2","1","6",6,1,1,1,501,2,6,8,5,7,10,2,NA
"7256",53,4,16,"2","1","2",2,1,1,1,756,2,5,2,0,0,0,0,NA
"7257",53,4,17,"2","1","4",4,1,1,1,382,2,5,6,9,2,0,0,NA
"7258",53,4,18,"5","2","4",0,0,2,1,863,8,9,7,5,2,0,0,NA
"7259",53,4,19,"2","1","4",1,4,1,1,662,2,2,5,10,7,0,0,NA
"7260",53,4,20,"1","1","2",2,1,1,1,367,1,10,1,0,0,0,0,NA
"7261",53,4,21,"5","1","4",1,4,1,1,792,8,8,7,6,2,0,0,NA
"7262",53,4,22,"5","1","4",3,2,1,1,529,8,9,7,8,2,0,0,NA
"7263",53,4,23,"1","1","4",2,3,2,0,1092,1,7,1,10,5,0,0,NA
"7264",53,4,24,"5","1","4",1,4,1,1,1095,5,5,2,7,6,0,0,NA
"7265",53,4,25,"1","1","6",3,4,1,1,384,1,7,8,1,5,10,6,NA
"7266",53,5,1,"5","1","4",2,3,1,1,636,7,10,7,2,5,0,0,NA
"7267",53,5,2,"4","2","6",0,0,2,1,560,4,10,5,7,9,2,8,NA
"7268",53,5,3,"5","1","2",2,1,1,1,398,5,6,5,0,0,0,0,NA
"7269",53,5,4,"5","1","6",1,6,1,1,610,7,7,9,6,2,10,8,NA
"7270",53,5,5,"5","1","4",1,4,2,0,985,6,6,9,5,2,0,0,NA
"7271",53,5,6,"5","1","2",2,1,1,1,326,8,2,8,0,0,0,0,NA
"7272",53,5,7,"2","1","6",2,5,1,1,709,2,9,2,8,7,6,10,NA
"7273",53,5,8,"5","2","6",0,0,2,1,717,5,6,8,9,10,7,2,NA
"7274",53,5,9,"5","2","4",0,0,2,1,737,8,7,6,2,5,0,0,NA
"7275",53,5,10,"3","2","4",0,0,2,1,571,3,1,9,5,8,0,0,NA
"7276",53,5,11,"5","1","2",1,2,1,1,600,10,10,2,0,0,0,0,NA
"7277",53,5,12,"1","1","6",2,5,1,1,765,1,6,1,10,7,8,5,NA
"7278",53,5,13,"1","1","6",6,1,1,1,372,1,7,6,5,9,8,1,NA
"7279",53,5,14,"4","2","2",0,0,2,1,481,4,9,10,0,0,0,0,NA
"7280",53,5,15,"2","1","2",2,1,1,1,306,2,5,2,0,0,0,0,NA
"7281",53,5,16,"5","2","2",0,0,2,1,434,7,9,8,0,0,0,0,NA
"7282",53,5,17,"5","1","6",2,5,1,1,574,8,5,8,2,9,6,7,NA
"7283",53,5,18,"3","2","4",0,0,2,1,439,3,2,9,6,7,0,0,NA
"7284",53,5,19,"5","1","6",3,4,1,1,612,7,9,5,7,8,2,10,NA
"7285",53,5,20,"5","2","2",0,0,2,1,848,7,2,5,0,0,0,0,NA
"7286",53,5,21,"3","2","4",0,0,2,1,741,3,7,6,9,2,0,0,NA
"7287",53,5,22,"5","1","6",4,3,1,1,485,5,6,10,2,5,9,8,NA
"7288",53,5,23,"5","1","6",5,2,1,1,446,8,10,7,6,2,8,9,NA
"7289",53,5,24,"3","2","4",0,0,2,1,500,3,10,7,2,6,0,0,NA
"7290",53,5,25,"3","2","2",0,0,2,1,443,3,2,6,0,0,0,0,NA
"7291",53,6,1,"5","1","4",2,3,1,1,579,9,2,9,8,6,0,0,NA
"7292",53,6,2,"2","1","6",3,4,1,1,689,2,10,7,2,6,8,5,NA
"7293",53,6,3,"2","1","4",1,4,1,1,494,2,2,9,5,7,0,0,NA
"7294",53,6,4,"5","2","6",0,0,2,1,462,9,8,5,10,7,6,2,NA
"7295",53,6,5,"3","2","6",0,0,2,1,559,3,6,10,9,8,5,2,NA
"7296",53,6,6,"5","1","6",2,5,1,1,525,8,2,8,9,7,10,6,NA
"7297",53,6,7,"1","1","2",2,1,1,1,388,1,5,1,0,0,0,0,NA
"7298",53,6,8,"3","2","6",0,0,2,1,481,3,8,10,7,9,2,6,NA
"7299",53,6,9,"4","2","4",0,0,2,1,544,4,8,5,2,10,0,0,NA
"7300",53,6,10,"2","1","2",1,2,1,1,438,2,2,6,0,0,0,0,NA
"7301",53,6,11,"5","2","6",0,0,1,0,545,5,6,2,7,9,8,10,NA
"7302",53,6,12,"5","1","4",2,3,1,1,738,9,10,9,7,5,0,0,NA
"7303",53,6,13,"5","2","2",0,0,2,1,561,7,10,8,0,0,0,0,NA
"7304",53,6,14,"4","2","6",0,0,2,1,464,4,7,6,2,9,5,8,NA
"7305",53,6,15,"2","1","6",4,3,1,1,490,2,6,8,7,2,10,9,NA
"7306",53,6,16,"3","2","2",0,0,2,1,395,3,8,5,0,0,0,0,NA
"7307",53,6,17,"5","1","4",3,2,1,1,523,6,10,1,6,5,0,0,NA
"7308",53,6,18,"5","1","2",2,1,1,1,338,6,2,6,0,0,0,0,NA
"7309",53,6,19,"5","1","6",6,1,1,1,744,7,9,2,8,6,5,7,NA
"7310",53,6,20,"5","1","2",1,2,1,1,438,6,6,10,0,0,0,0,NA
"7311",53,6,21,"4","2","6",0,0,2,1,513,4,9,8,7,5,2,6,NA
"7312",53,6,22,"5","1","6",4,3,1,1,441,8,2,10,5,8,7,6,NA
"7313",53,6,23,"5","2","6",0,0,1,0,493,5,8,6,10,7,9,2,NA
"7314",53,6,24,"4","2","2",0,0,2,1,501,4,9,2,0,0,0,0,NA
"7315",53,6,25,"5","1","4",3,2,1,1,1081,10,8,2,10,5,0,0,NA
"7316",53,7,1,"3","2","4",0,0,2,1,528,3,5,8,2,7,0,0,NA
"7317",53,7,2,"5","1","6",5,2,1,1,735,9,8,7,1,5,9,6,NA
"7318",53,7,3,"4","2","6",0,0,2,1,541,4,6,8,5,2,9,10,NA
"7319",53,7,4,"5","2","2",0,0,2,1,740,5,6,10,0,0,0,0,NA
"7320",53,7,5,"5","1","4",2,3,1,1,814,7,6,7,8,5,0,0,NA
"7321",53,7,6,"3","2","6",0,0,2,1,492,3,6,8,5,2,7,9,NA
"7322",53,7,7,"5","1","4",3,2,1,1,456,9,10,6,9,2,0,0,NA
"7323",53,7,8,"5","1","4",2,3,2,0,759,9,5,9,2,10,0,0,NA
"7324",53,7,9,"2","1","4",1,4,1,1,536,2,2,7,5,8,0,0,NA
"7325",53,7,10,"5","1","6",5,2,1,1,943,9,2,7,5,10,9,6,NA
"7326",53,7,11,"5","1","2",2,1,1,1,325,7,6,7,0,0,0,0,NA
"7327",53,7,12,"5","2","6",0,0,1,0,597,10,5,6,8,7,9,2,NA
"7328",53,7,13,"2","1","2",1,2,1,1,2889,2,2,6,0,0,0,0,NA
"7329",53,7,14,"1","1","4",1,4,1,1,533,1,1,7,10,5,0,0,NA
"7330",53,7,15,"4","2","6",0,0,2,1,534,4,10,8,9,6,7,2,NA
"7331",53,7,16,"3","2","2",0,0,2,1,516,3,2,8,0,0,0,0,NA
"7332",53,7,17,"5","1","6",4,3,1,1,837,10,2,5,6,10,7,8,NA
"7333",53,7,18,"3","2","6",0,0,2,1,495,3,6,5,7,10,9,2,NA
"7334",53,7,19,"5","1","4",2,3,1,1,477,8,6,8,2,7,0,0,NA
"7335",53,7,20,"5","2","4",0,0,2,1,811,5,10,9,2,7,0,0,NA
"7336",53,7,21,"1","1","4",3,2,1,1,443,1,10,9,1,6,0,0,NA
"7337",53,7,22,"5","1","4",1,4,1,1,1217,7,7,8,2,6,0,0,NA
"7338",53,7,23,"5","1","2",1,2,1,1,492,6,6,9,0,0,0,0,NA
"7339",53,7,24,"5","2","6",0,0,2,1,701,7,10,5,8,9,6,2,NA
"7340",53,7,25,"5","1","4",2,3,1,1,416,8,6,8,2,10,0,0,1
"7341",54,1,1,"5","2","2",0,0,2,1,13704,6,2,8,0,0,0,0,NA
"7342",54,1,2,"5","1","6",1,6,2,0,1134,6,6,7,5,2,10,9,NA
"7343",54,1,3,"1","1","2",2,1,2,0,1203,1,9,1,0,0,0,0,NA
"7344",54,1,4,"5","2","4",0,0,2,1,1165,6,2,10,9,7,0,0,NA
"7345",54,1,5,"5","1","2",1,2,1,1,1586,7,7,2,0,0,0,0,NA
"7346",54,1,6,"5","1","2",1,2,1,1,1047,7,7,9,0,0,0,0,NA
"7347",54,1,7,"5","1","4",4,1,1,1,886,10,6,2,5,10,0,0,NA
"7348",54,1,8,"5","1","4",2,3,1,1,924,7,8,7,9,2,0,0,NA
"7349",54,1,9,"2","1","2",1,2,1,1,827,2,2,10,0,0,0,0,NA
"7350",54,1,10,"5","1","2",1,2,1,1,623,10,10,7,0,0,0,0,NA
"7351",54,1,11,"5","1","4",4,1,1,1,703,8,6,2,9,8,0,0,NA
"7352",54,1,12,"3","2","6",0,0,2,1,769,3,9,8,6,2,5,7,NA
"7353",54,1,13,"5","1","4",4,1,1,1,860,7,2,6,9,7,0,0,NA
"7354",54,1,14,"5","2","6",0,0,1,0,825,7,6,10,8,2,9,5,NA
"7355",54,1,15,"1","1","2",2,1,1,1,924,1,6,1,0,0,0,0,NA
"7356",54,1,16,"2","1","6",1,6,1,1,662,2,2,6,8,9,10,5,NA
"7357",54,1,17,"3","2","2",0,0,2,1,687,3,1,6,0,0,0,0,NA
"7358",54,1,18,"5","2","6",0,0,2,1,994,5,6,7,2,8,9,10,NA
"7359",54,1,19,"5","2","6",0,0,1,0,985,7,2,10,9,8,6,5,NA
"7360",54,1,20,"5","2","4",0,0,2,1,1179,8,5,6,9,2,0,0,NA
"7361",54,1,21,"5","1","2",1,2,1,1,1552,9,9,7,0,0,0,0,NA
"7362",54,1,22,"5","1","6",4,3,1,1,881,10,8,5,6,10,2,9,NA
"7363",54,1,23,"5","1","2",2,1,1,1,977,10,7,10,0,0,0,0,NA
"7364",54,1,24,"4","2","4",0,0,2,1,819,4,7,10,9,2,0,0,NA
"7365",54,1,25,"4","2","4",0,0,2,1,939,4,6,7,2,9,0,0,NA
"7366",54,2,1,"5","2","6",0,0,2,1,1599,5,9,10,7,2,6,8,NA
"7367",54,2,2,"3","2","6",0,0,2,1,573,3,2,9,8,7,10,6,NA
"7368",54,2,3,"5","1","6",5,2,1,1,645,5,8,9,7,10,5,2,NA
"7369",54,2,4,"5","1","4",1,4,1,1,853,7,7,2,10,8,0,0,NA
"7370",54,2,5,"5","1","4",4,1,1,1,700,8,7,10,2,8,0,0,NA
"7371",54,2,6,"3","2","2",0,0,2,1,580,3,2,6,0,0,0,0,NA
"7372",54,2,7,"5","1","6",1,6,1,1,508,5,5,7,6,2,8,10,NA
"7373",54,2,8,"2","1","6",2,5,1,1,806,2,8,2,5,9,10,6,NA
"7374",54,2,9,"5","2","6",0,0,1,0,1029,7,5,10,6,2,9,8,NA
"7375",54,2,10,"5","1","2",1,2,1,1,832,6,6,5,0,0,0,0,NA
"7376",54,2,11,"5","1","4",2,3,1,1,616,9,10,9,2,8,0,0,NA
"7377",54,2,12,"5","2","2",0,0,2,1,708,5,6,10,0,0,0,0,NA
"7378",54,2,13,"3","2","2",0,0,2,1,524,3,9,8,0,0,0,0,NA
"7379",54,2,14,"1","1","2",1,2,1,1,587,1,1,7,0,0,0,0,NA
"7380",54,2,15,"2","1","4",4,1,1,1,653,2,6,7,8,2,0,0,NA
"7381",54,2,16,"5","2","6",0,0,2,1,1410,5,9,8,10,2,7,6,NA
"7382",54,2,17,"5","1","6",3,4,1,1,1608,10,2,6,10,7,8,5,NA
"7383",54,2,18,"5","2","2",0,0,2,1,892,9,7,8,0,0,0,0,NA
"7384",54,2,19,"5","2","6",0,0,2,1,1303,10,7,5,2,6,8,9,NA
"7385",54,2,20,"5","2","4",0,0,2,1,909,5,10,8,6,2,0,0,NA
"7386",54,2,21,"5","2","4",0,0,2,1,930,5,2,6,7,10,0,0,NA
"7387",54,2,22,"5","1","4",1,4,2,0,550,5,5,6,7,2,0,0,NA
"7388",54,2,23,"1","1","2",1,2,2,0,692,1,1,8,0,0,0,0,NA
"7389",54,2,24,"2","1","2",1,2,1,1,557,2,2,10,0,0,0,0,NA
"7390",54,2,25,"5","2","4",0,0,2,1,960,8,6,2,9,7,0,0,NA
"7391",54,3,1,"5","1","4",1,4,1,1,895,7,7,5,2,10,0,0,NA
"7392",54,3,2,"5","2","2",0,0,2,1,672,6,7,9,0,0,0,0,NA
"7393",54,3,3,"5","1","6",1,6,1,1,852,9,9,5,8,7,2,6,NA
"7394",54,3,4,"1","1","4",1,4,1,1,1067,1,1,6,8,9,0,0,NA
"7395",54,3,5,"1","1","4",3,2,1,1,602,1,9,10,1,7,0,0,NA
"7396",54,3,6,"5","2","6",0,0,2,1,944,7,2,10,5,8,6,9,NA
"7397",54,3,7,"1","1","6",6,1,1,1,538,1,6,7,9,5,10,1,NA
"7398",54,3,8,"5","2","6",0,0,1,0,1315,6,10,7,2,8,9,5,NA
"7399",54,3,9,"2","1","6",1,6,1,1,1549,2,2,10,5,7,9,6,NA
"7400",54,3,10,"5","1","4",3,2,1,1,664,7,10,6,7,5,0,0,NA
"7401",54,3,11,"5","1","4",3,2,1,1,967,10,5,8,10,2,0,0,NA
"7402",54,3,12,"5","2","2",0,0,2,1,628,8,9,7,0,0,0,0,NA
"7403",54,3,13,"5","1","4",2,3,1,1,885,10,9,10,2,8,0,0,NA
"7404",54,3,14,"5","1","4",3,2,1,1,843,7,10,8,7,5,0,0,NA
"7405",54,3,15,"5","2","6",0,0,2,1,1032,7,5,9,2,6,10,8,NA
"7406",54,3,16,"1","1","2",2,1,1,1,483,1,5,1,0,0,0,0,NA
"7407",54,3,17,"5","2","6",0,0,2,1,782,7,2,6,10,8,5,9,NA
"7408",54,3,18,"3","2","6",0,0,2,1,541,3,9,2,6,8,10,7,NA
"7409",54,3,19,"5","1","6",3,4,1,1,791,8,7,6,8,9,2,10,NA
"7410",54,3,20,"1","1","6",5,2,1,1,1126,1,7,6,8,10,1,9,NA
"7411",54,3,21,"4","2","2",0,0,2,1,445,4,6,8,0,0,0,0,NA
"7412",54,3,22,"5","2","6",0,0,2,1,1003,10,2,8,6,5,7,9,NA
"7413",54,3,23,"5","2","2",0,0,2,1,647,8,2,5,0,0,0,0,NA
"7414",54,3,24,"5","2","6",0,0,1,0,1115,6,10,8,7,9,5,2,NA
"7415",54,3,25,"3","2","6",0,0,2,1,541,3,8,9,10,7,2,5,NA
